,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
54883,2019,1,LUFTHANSA,7,Charleston  ,Miami  ,1046,40,1,489
54884,2019,1,MAHAN AIR,1,Charleston  ,Miami  ,1026,37,1,489
54885,2019,1,MALAYSIA AIRLINES,3,Charleston  ,Miami  ,1031,48,1,489
54886,2019,1,MALINDO AIRWAYS,4,Charleston  ,Miami  ,1042,167,1,489
54887,2019,1,MEGA MALDIVES AIRLINES,5,Charleston  ,Miami  ,1044,175,1,489
54888,2019,1,MIHIN LANKA,6,Charleston  ,Miami  ,1031,169,1,489
54889,2019,1,MYANMAR AIRLINES,7,Charleston  ,Miami  ,1031,170,1,489
54890,2019,1,NEPAL AIRLINES CORPORATION,1,Charleston  ,Miami  ,1042,161,1,489
54891,2019,1,NOVO AIR,3,Charleston  ,Miami  ,1048,209,1,489
54892,2019,1,OMAN AIR,4,Charleston  ,Miami  ,1033,204,1,489
54893,2019,1,PAK INTERNATIONAL,5,Charleston  ,Miami  ,1032,208,1,489
54894,2019,1,QATAR AIRWAYS,6,Charleston  ,Miami  ,1031,231,1,489
54895,2019,1,REGENT AIRWAYS,7,Charleston  ,Miami  ,1034,228,1,489
54896,2019,1,ROSSIYA AIRLINES,1,Charleston  ,Miami  ,1033,216,1,489
54897,2019,1,SAFI AIRWAYS,3,Charleston  ,Miami  ,1028,222,1,489
54898,2019,1,SAUDIA,4,Charleston  ,Miami  ,1148,213,1,489
54899,2019,1,SCAT AIRLINES,5,Charleston  ,Miami  ,1059,219,1,489
54900,2019,1,SCOOT PTE LTD.,6,Charleston  ,Miami  ,1032,232,1,489
54901,2019,1,SHANDONG AIRLINES,7,Charleston  ,Miami  ,1033,238,1,489
54902,2019,1,SILK AIR,1,Charleston  ,Miami  ,1033,220,1,489
54903,2019,1,SINGAPORE AIRLINES,3,Charleston  ,Miami  ,1030,227,1,489
54904,2019,1,SRILNKAN AIRWAYS,4,Charleston  ,Miami  ,1237,215,1,489
339940,2019,1,SWISS AIR,7,Charleston  ,Miami  ,548,212,1,489
339941,2019,1,TAJIK AIR,1,Charleston  ,Miami  ,547,206,1,489
339942,2019,1,THAI AIR ASIA,2,Charleston  ,Miami  ,543,202,1,489
339943,2019,1,THAI AIRWAYS,3,Charleston  ,Miami  ,545,205,1,489
339944,2019,1,THAI SMILE AIRWAYS,4,Charleston  ,Miami  ,547,201,1,489
339945,2019,1,THOMAS COOK AIRLINES U.K.,5,Charleston  ,Miami  ,550,210,1,489
339946,2019,1,TIGER AIRWAYS,6,Charleston  ,Miami  ,548,207,1,489
339947,2019,1,TRANSAERO AIRLINES,7,Charleston  ,Miami  ,546,221,1,489
339948,2019,1,TURKISH AIRLINES,1,Charleston  ,Miami  ,548,225,1,489
339949,2019,1,TURKMENISTAN AIRLINES,2,Charleston  ,Miami  ,543,224,1,489
339950,2019,1,UNITED AIRLINES,3,Charleston  ,Miami  ,549,196,1,489
339951,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Charleston  ,Miami  ,545,199,1,489
339952,2019,1,UNITED PARCEL SERVICES,5,Charleston  ,Miami  ,544,218,1,489
339953,2019,1,UZBEKISTAN AIRWAYS,6,Charleston  ,Miami  ,549,230,1,489
339954,2019,1,VIRGIN ATLANTIC AIRLINES,7,Charleston  ,Miami  ,543,214,1,489
339955,2019,1,YEMENIA AIRWAYS,1,Charleston  ,Miami  ,550,195,1,489
339956,2019,1,AIR INDIA,2,Charleston  ,Miami  ,546,197,1,489
339957,2019,1,AIR INDIA EXPRESS,3,Charleston  ,Miami  ,544,217,1,489
339958,2019,1,INDIGO,4,Charleston  ,Miami  ,546,276,1,489
339959,2019,1,JET AIRWAYS,5,Charleston  ,Miami  ,548,293,1,489
339960,2019,1,SPICEJET,6,Charleston  ,Miami  ,546,302,1,489
339961,2019,1,AEROFLOT,7,Charleston  ,Miami  ,547,297,1,489
339962,2019,1,AEROLOGIC,1,Charleston  ,Miami  ,549,158,1,489
339963,2019,1,AIR ARABIA,2,Charleston  ,Miami  ,542,198,1,489
339964,2019,1,AIR ASIA X,3,Charleston  ,Miami  ,546,274,1,489
339965,2019,1,AIR ASIA BERHAD,4,Charleston  ,Miami  ,552,233,1,489
558077,2019,1,AIR ASTANA,2,Charleston  ,Miami  ,546,226,1,489
558078,2019,1,AIR AUSTRAL,3,Charleston  ,Miami  ,552,237,1,489
558079,2019,1,AIR CANADA,4,Charleston  ,Miami  ,548,242,1,489
558080,2019,1,AIR CHINA,5,Charleston  ,Miami  ,549,239,1,489
558081,2019,1,AIR FRANCE,6,Charleston  ,Miami  ,552,248,1,489
564205,2019,1,AIR MANAS,2,Charleston  ,Miami  ,1839,229,1,489
564206,2019,1,AIR MAURITIUS,3,Charleston  ,Miami  ,1835,243,1,489
564207,2019,1,AIR SEYCHELLES,4,Charleston  ,Miami  ,1830,203,1,489
564208,2019,1,ALL NIPPON AIRWAYS,5,Charleston  ,Miami  ,1840,235,1,489
564209,2019,1,ARIANA AFGHAN,6,Charleston  ,Miami  ,1932,245,1,489
564210,2019,1,ASIANA AIRLINES,7,Charleston  ,Miami  ,1837,236,1,489
564211,2019,1,AUSTRIAN AIRLINES,1,Charleston  ,Miami  ,1850,186,1,489
564212,2019,1,BANGKOK AIRWAYS,2,Charleston  ,Miami  ,1835,180,1,489
564213,2019,1,BHUTAN AIRLINES,3,Charleston  ,Miami  ,1827,190,1,489
564214,2019,1,BIMAN BANGLADESH,4,Charleston  ,Miami  ,1834,173,1,489
564215,2019,1,BRITISH AIRWAYS,5,Charleston  ,Miami  ,1830,177,1,489
564216,2019,1,BUDDHA AIR,7,Charleston  ,Miami  ,1836,240,1,489
564217,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,1,Charleston  ,Miami  ,1831,272,1,489
564218,2019,1,CATHAY PACIFIC,2,Charleston  ,Miami  ,1838,246,1,489
564219,2019,1,CHINA AIRLINES LTD,3,Charleston  ,Miami  ,1858,24,1,489
564220,2019,1,CHINA EASTERN AIRLINES,4,Charleston  ,Miami  ,1840,18,1,489
564221,2019,1,CHINA SOUTHERN ,5,Charleston  ,Miami  ,1836,22,1,489
564222,2019,1,DRAGON AIR,7,Charleston  ,Miami  ,1857,19,1,489
564223,2019,1,DRUK AIR,1,Charleston  ,Miami  ,1921,17,1,489
564224,2019,1,EGYPT AIR,2,Charleston  ,Miami  ,1833,16,1,489
564225,2019,1,EL-AL-ISRAEL,3,Charleston  ,Miami  ,1832,20,1,489
564226,2019,1,EMIRATES AIRLINE,4,Charleston  ,Miami  ,1851,23,1,489
564227,2019,1,ETHIOPIAN AIRLINES,5,Charleston  ,Miami  ,1836,21,1,489
564228,2019,1,ETIHAD AIRLINES,7,Charleston  ,Miami  ,1831,25,1,489
564229,2019,1,EVA AIRWAYS,1,Charleston  ,Miami  ,1830,15,1,489
564230,2019,1,FEDERAL EXPRESS,2,Charleston  ,Miami  ,1835,223,1,489
564231,2019,1,FINN AIR,3,Charleston  ,Miami  ,1846,28,1,489
564232,2019,1,FLY DUBAI,4,Charleston  ,Miami  ,1856,27,1,489
59632,2019,1,GULF AIR,4,Charleston  ,Nashville  ,1730,26,1,439
438554,2019,1,IRAN AIR,5,Charlotte ,Columbia  ,1552,27,1,88
438555,2019,1,IRAQI AIRWAYS,1,Charlotte ,Columbia  ,1553,28,1,88
438556,2019,1,ISLAND AVIATION SERVICES,2,Charlotte ,Columbia  ,1619,23,1,88
438557,2019,1,JAPAN AIRLINES,3,Charlotte ,Columbia  ,1547,24,1,88
438558,2019,1,KALITTA AIR,4,Charlotte ,Columbia  ,1553,21,1,88
438559,2019,1,KAM AIR,5,Charlotte ,Columbia  ,1608,25,1,88
438560,2019,1,KENYA AIRWAYS,1,Charlotte ,Columbia  ,1548,26,1,88
438561,2019,1,KLM AIRLINES,2,Charlotte ,Columbia  ,1551,29,1,88
438562,2019,1,KOREAN AIR,3,Charlotte ,Columbia  ,1553,26,1,88
438563,2019,1,KUWAIT AIRWAYS,4,Charlotte ,Columbia  ,1556,27,1,88
438564,2019,1,LUFTHANSA,5,Charlotte ,Columbia  ,1550,24,1,88
438565,2019,1,MAHAN AIR,1,Charlotte ,Columbia  ,1551,21,1,88
438566,2019,1,MALAYSIA AIRLINES,2,Charlotte ,Columbia  ,1640,45,1,88
438567,2019,1,MALINDO AIRWAYS,3,Charlotte ,Columbia  ,1600,24,1,88
438568,2019,1,MEGA MALDIVES AIRLINES,4,Charlotte ,Columbia  ,1707,21,1,88
439862,2019,1,MIHIN LANKA,6,Charlotte ,Columbia  ,1433,28,1,88
439863,2019,1,MYANMAR AIRLINES,6,Charlotte ,Columbia  ,1432,23,1,88
439864,2019,1,NEPAL AIRLINES CORPORATION,6,Charlotte ,Columbia  ,1428,25,1,88
443007,2019,1,NOVO AIR,3,Charlotte ,Columbia  ,820,24,1,88
443008,2019,1,OMAN AIR,4,Charlotte ,Columbia  ,759,30,1,88
443009,2019,1,PAK INTERNATIONAL,5,Charlotte ,Columbia  ,756,28,1,88
443010,2019,1,QATAR AIRWAYS,6,Charlotte ,Columbia  ,758,21,1,88
443011,2019,1,REGENT AIRWAYS,7,Charlotte ,Columbia  ,756,22,1,88
443012,2019,1,ROSSIYA AIRLINES,1,Charlotte ,Columbia  ,754,20,1,88
443013,2019,1,SAFI AIRWAYS,2,Charlotte ,Columbia  ,753,28,1,88
443014,2019,1,SAUDIA,3,Charlotte ,Columbia  ,757,27,1,88
443015,2019,1,SCAT AIRLINES,4,Charlotte ,Columbia  ,759,25,1,88
443016,2019,1,SCOOT PTE LTD.,5,Charlotte ,Columbia  ,754,23,1,88
443017,2019,1,SHANDONG AIRLINES,6,Charlotte ,Columbia  ,802,27,1,88
443018,2019,1,SILK AIR,1,Charlotte ,Columbia  ,756,26,1,88
443019,2019,1,SINGAPORE AIRLINES,2,Charlotte ,Columbia  ,753,27,1,88
443020,2019,1,SRILNKAN AIRWAYS,3,Charlotte ,Columbia  ,757,27,1,88
443021,2019,1,SWISS AIR,4,Charlotte ,Columbia  ,750,25,1,88
443022,2019,1,TAJIK AIR,5,Charlotte ,Columbia  ,757,27,1,88
443023,2019,1,THAI AIR ASIA,6,Charlotte ,Columbia  ,754,29,1,88
443024,2019,1,THAI AIRWAYS,1,Charlotte ,Columbia  ,756,23,1,88
443025,2019,1,THAI SMILE AIRWAYS,2,Charlotte ,Columbia  ,753,26,1,88
443026,2019,1,THOMAS COOK AIRLINES U.K.,3,Charlotte ,Columbia  ,,,1,88
443027,2019,1,TIGER AIRWAYS,4,Charlotte ,Columbia  ,759,24,1,88
443028,2019,1,TRANSAERO AIRLINES,5,Charlotte ,Columbia  ,755,25,1,88
443029,2019,1,TURKISH AIRLINES,6,Charlotte ,Columbia  ,755,23,1,88
443030,2019,1,TURKMENISTAN AIRLINES,1,Charlotte ,Columbia  ,753,27,1,88
443031,2019,1,UNITED AIRLINES,2,Charlotte ,Columbia  ,754,29,1,88
443032,2019,1,UNITED AIRLINES BANGLADESH LTD.,3,Charlotte ,Columbia  ,756,28,1,88
443033,2019,1,UNITED PARCEL SERVICES,4,Charlotte ,Columbia  ,754,21,1,88
444515,2019,1,UZBEKISTAN AIRWAYS,7,Charlotte ,Columbia  ,1552,20,1,88
444516,2019,1,VIRGIN ATLANTIC AIRLINES,7,Charlotte ,Columbia  ,1605,22,1,88
199865,2019,1,YEMENIA AIRWAYS,2,Charlotte ,Columbus  ,1337,53,1,347
199866,2019,1,AIR INDIA,3,Charlotte ,Columbus  ,1335,55,1,347
199867,2019,1,AIR INDIA EXPRESS,4,Charlotte ,Columbus  ,1332,56,1,347
199868,2019,1,INDIGO,5,Charlotte ,Columbus  ,1333,51,1,347
199869,2019,1,JET AIRWAYS,7,Charlotte ,Columbus  ,1331,57,1,347
199870,2019,1,SPICEJET,1,Charlotte ,Columbus  ,1327,58,1,347
199871,2019,1,AEROFLOT,2,Charlotte ,Columbus  ,1333,64,1,347
199872,2019,1,AEROLOGIC,3,Charlotte ,Columbus  ,1328,61,1,347
199873,2019,1,AIR ARABIA,4,Charlotte ,Columbus  ,1331,62,1,347
199874,2019,1,AIR ASIA X,5,Charlotte ,Columbus  ,1326,59,1,347
199875,2019,1,AIR ASIA BERHAD,7,Charlotte ,Columbus  ,1326,60,1,347
199876,2019,1,AIR ASTANA,1,Charlotte ,Columbus  ,1328,54,1,347
199877,2019,1,AIR AUSTRAL,2,Charlotte ,Columbus  ,1328,52,1,347
199878,2019,1,AIR CANADA,3,Charlotte ,Columbus  ,1331,67,1,347
199879,2019,1,AIR CHINA,4,Charlotte ,Columbus  ,1330,63,1,347
199880,2019,1,AIR FRANCE,5,Charlotte ,Columbus  ,1331,66,1,347
199881,2019,1,AIR MANAS,7,Charlotte ,Columbus  ,1330,65,1,347
199882,2019,1,AIR MAURITIUS,1,Charlotte ,Columbus  ,1327,69,1,347
59662,2019,1,AIR SEYCHELLES,4,Charlotte ,Dallas  ,1100,145,1,926
63379,2019,1,ALL NIPPON AIRWAYS,5,Charlotte ,Dallas  ,1100,136,1,926
65477,2019,1,ARIANA AFGHAN,5,Charlotte ,Dallas  ,1059,138,1,926
69043,2019,1,ASIANA AIRLINES,6,Charlotte ,Dallas  ,,,1,926
136741,2019,1,AUSTRIAN AIRLINES,2,Charlotte ,Dallas  ,1104,147,1,926
140684,2019,1,BANGKOK AIRWAYS,3,Charlotte ,Dallas  ,1446,149,1,926
148342,2019,1,BHUTAN AIRLINES,7,Charlotte ,Dallas  ,1101,142,1,926
151803,2019,1,BIMAN BANGLADESH,1,Charlotte ,Dallas  ,1104,135,1,926
154278,2019,1,BRITISH AIRWAYS,4,Charlotte ,Dallas  ,1550,146,1,926
157998,2019,1,BRUSSELS AIRLINES,5,Charlotte ,Dallas  ,1556,155,1,926
159351,2019,1,BUDDHA AIR,1,Charlotte ,Dallas  ,1213,132,1,926
165172,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,2,Charlotte ,Dallas  ,1102,143,1,926
168880,2019,1,CATHAY PACIFIC,3,Charlotte ,Dallas  ,1056,154,1,926
171339,2019,1,CHINA AIRLINES LTD,6,Charlotte ,Dallas  ,1044,159,1,926
172833,2019,1,CHINA EASTERN AIRLINES,2,Charlotte ,Dallas  ,1131,151,1,926
176543,2019,1,CHINA SOUTHERN ,3,Charlotte ,Dallas  ,1107,150,1,926
180253,2019,1,DRAGON AIR,4,Charlotte ,Dallas  ,1058,144,1,926
182233,2019,1,DRUK AIR,4,Charlotte ,Dallas  ,1125,141,1,926
185215,2019,1,EGYPT AIR,4,Charlotte ,Dallas  ,1102,139,1,926
190969,2019,1,EL-AL-ISRAEL,5,Charlotte ,Dallas  ,1122,157,1,926
194540,2019,1,EMIRATES AIRLINE,6,Charlotte ,Dallas  ,707,153,1,926
397965,2019,1,ETHIOPIAN AIRLINES,6,Charlotte ,Dallas  ,709,152,1,926
400958,2019,1,ETIHAD AIRLINES,7,Charlotte ,Dallas  ,1253,184,1,926
403009,2019,1,EVA AIRWAYS,7,Charlotte ,Dallas  ,1110,148,1,926
408404,2019,1,FEDERAL EXPRESS,7,Charlotte ,Dallas  ,1441,165,1,926
412086,2019,1,FINN AIR,1,Charlotte ,Dallas  ,1054,131,1,926
414197,2019,1,FLY DUBAI,1,Charlotte ,Dallas  ,1103,140,1,926
417912,2019,1,GARUDA INDONESIA,2,Charlotte ,Dallas  ,1102,156,1,926
422806,2019,1,GULF AIR,2,Charlotte ,Dallas  ,1113,160,1,926
426502,2019,1,IRAN AIR,3,Charlotte ,Dallas  ,1058,133,1,926
428627,2019,1,IRAQI AIRWAYS,3,Charlotte ,Dallas  ,1143,168,1,926
9186,2019,1,ISLAND AVIATION SERVICES,7,Charlotte ,Dallas  ,558,137,1,936
9187,2019,1,JAPAN AIRLINES,1,Charlotte ,Dallas  ,617,128,1,936
9188,2019,1,KALITTA AIR,2,Charlotte ,Dallas  ,559,134,1,936
9189,2019,1,KAM AIR,3,Charlotte ,Dallas  ,558,158,1,936
9190,2019,1,KENYA AIRWAYS,4,Charlotte ,Dallas  ,557,146.2959417,1,936
9191,2019,1,KLM AIRLINES,5,Charlotte ,Dallas  ,557,146.3009072,1,936
9192,2019,1,KOREAN AIR,6,Charlotte ,Dallas  ,556,146.3058727,1,936
9193,2019,1,KUWAIT AIRWAYS,7,Charlotte ,Dallas  ,600,146.3108382,1,936
9194,2019,1,LUFTHANSA,1,Charlotte ,Dallas  ,600,146.3158036,1,936
9195,2019,1,MAHAN AIR,2,Charlotte ,Dallas  ,554,146.3207691,1,936
9196,2019,1,MALAYSIA AIRLINES,3,Charlotte ,Dallas  ,600,146.3257346,1,936
9197,2019,1,MALINDO AIRWAYS,4,Charlotte ,Dallas  ,615,146.3307001,1,936
9198,2019,1,MEGA MALDIVES AIRLINES,5,Charlotte ,Dallas  ,558,146.3356656,1,936
9199,2019,1,MIHIN LANKA,6,Charlotte ,Dallas  ,557,146.340631,1,936
9200,2019,1,MYANMAR AIRLINES,7,Charlotte ,Dallas  ,602,146.3455965,1,936
9201,2019,1,NEPAL AIRLINES CORPORATION,1,Charlotte ,Dallas  ,651,146.350562,1,936
9202,2019,1,NOVO AIR,2,Charlotte ,Dallas  ,600,146.3555275,1,936
9203,2019,1,OMAN AIR,3,Charlotte ,Dallas  ,555,146.360493,1,936
9204,2019,1,PAK INTERNATIONAL,4,Charlotte ,Dallas  ,557,146.3654584,1,936
9205,2019,1,QATAR AIRWAYS,5,Charlotte ,Dallas  ,558,146.3704239,1,936
9206,2019,1,REGENT AIRWAYS,6,Charlotte ,Dallas  ,554,146.3753894,1,936
9207,2019,1,ROSSIYA AIRLINES,7,Charlotte ,Dallas  ,555,146.3803549,1,936
9208,2019,1,SAFI AIRWAYS,1,Charlotte ,Dallas  ,602,146.3853204,1,936
9209,2019,1,SAUDIA,2,Charlotte ,Dallas  ,555,146.3902858,1,936
9210,2019,1,SCAT AIRLINES,3,Charlotte ,Dallas  ,556,146.3952513,1,936
9211,2019,1,SCOOT PTE LTD.,4,Charlotte ,Dallas  ,557,146.4002168,1,936
12305,2019,1,SHANDONG AIRLINES,2,Charlotte ,Dallas  ,939,146.4051823,1,936
12306,2019,1,SILK AIR,3,Charlotte ,Dallas  ,1021,146.4101477,1,936
12307,2019,1,SINGAPORE AIRLINES,4,Charlotte ,Dallas  ,953,146.4151132,1,936
12308,2019,1,SRILNKAN AIRWAYS,5,Charlotte ,Dallas  ,941,146.4200787,1,936
12309,2019,1,SWISS AIR,6,Charlotte ,Dallas  ,941,146.4250442,1,936
12310,2019,1,TAJIK AIR,7,Charlotte ,Dallas  ,941,146.4300097,1,936
12311,2019,1,THAI AIR ASIA,1,Charlotte ,Dallas  ,955,146.4349751,1,936
12312,2019,1,THAI AIRWAYS,2,Charlotte ,Dallas  ,948,146.4399406,1,936
12313,2019,1,THAI SMILE AIRWAYS,3,Charlotte ,Dallas  ,939,146.4449061,1,936
12314,2019,1,THOMAS COOK AIRLINES U.K.,4,Charlotte ,Dallas  ,937,146.4498716,1,936
12315,2019,1,TIGER AIRWAYS,5,Charlotte ,Dallas  ,940,146.4548371,1,936
12316,2019,1,TRANSAERO AIRLINES,6,Charlotte ,Dallas  ,940,146.4598025,1,936
12317,2019,1,TURKISH AIRLINES,7,Charlotte ,Dallas  ,942,146.464768,1,936
12318,2019,1,TURKMENISTAN AIRLINES,1,Charlotte ,Dallas  ,943,146.4697335,1,936
12319,2019,1,UNITED AIRLINES,2,Charlotte ,Dallas  ,942,146.474699,1,936
12320,2019,1,UNITED AIRLINES BANGLADESH LTD.,3,Charlotte ,Dallas  ,953,146.4796645,1,936
12321,2019,1,UNITED PARCEL SERVICES,4,Charlotte ,Dallas  ,1000,146.4846299,1,936
12322,2019,1,US BANGLA AIRLINES,5,Charlotte ,Dallas  ,1032,146.4895954,1,936
12323,2019,1,UZBEKISTAN AIRWAYS,6,Charlotte ,Dallas  ,947,146.4945609,1,936
12324,2019,1,VIRGIN ATLANTIC AIRLINES,7,Charlotte ,Dallas  ,940,146.4995264,1,936
12325,2019,1,YEMENIA AIRWAYS,1,Charlotte ,Dallas  ,940,146.5044919,1,936
12326,2019,1,AIR INDIA,2,Charlotte ,Dallas  ,940,146.5094573,1,936
12327,2019,1,AIR INDIA EXPRESS,3,Charlotte ,Dallas  ,1019,146.5144228,1,936
12328,2019,1,INDIGO,4,Charlotte ,Dallas  ,946,146.5193883,1,936
12329,2019,1,JET AIRWAYS,5,Charlotte ,Dallas  ,943,146.5243538,1,936
12330,2019,1,SPICEJET,6,Charlotte ,Dallas  ,945,146.5293193,1,936
12331,2019,1,AEROFLOT,7,Charlotte ,Dallas  ,940,146.5342847,1,936
12332,2019,1,AEROLOGIC,1,Charlotte ,Dallas  ,948,146.5392502,1,936
12333,2019,1,AIR ARABIA,2,Charlotte ,Dallas  ,945,146.5442157,1,936
12334,2019,1,AIR ASIA X,3,Charlotte ,Dallas  ,943,146.5491812,1,936
12335,2019,1,AIR ASIA BERHAD,4,Charlotte ,Dallas  ,943,146.5541467,1,936
12489,2019,1,AIR ASTANA,3,Charlotte ,Dallas  ,2307,146.5591121,1,936
12490,2019,1,AIR AUSTRAL,4,Charlotte ,Dallas  ,2245,146.5640776,1,936
12491,2019,1,AIR CANADA,5,Charlotte ,Dallas  ,2243,146.5690431,1,936
12492,2019,1,AIR CHINA,6,Charlotte ,Dallas  ,2236,146.5740086,1,936
12493,2019,1,AIR FRANCE,7,Charlotte ,Dallas  ,2205,146.5789741,1,936
12494,2019,1,AIR MANAS,1,Charlotte ,Dallas  ,2217,146.5839395,1,936
12495,2019,1,AIR MAURITIUS,2,Charlotte ,Dallas  ,2202,146.588905,1,936
12496,2019,1,AIR SEYCHELLES,3,Charlotte ,Dallas  ,2208,146.5938705,1,936
12497,2019,1,ALL NIPPON AIRWAYS,4,Charlotte ,Dallas  ,2203,146.598836,1,936
12498,2019,1,ARIANA AFGHAN,5,Charlotte ,Dallas  ,2203,146.6038015,1,936
12499,2019,1,ASIANA AIRLINES,6,Charlotte ,Dallas  ,2214,146.6087669,1,936
12500,2019,1,AUSTRIAN AIRLINES,7,Charlotte ,Dallas  ,2215,146.6137324,1,936
12501,2019,1,BANGKOK AIRWAYS,1,Charlotte ,Dallas  ,2246,146.6186979,1,936
12502,2019,1,BHUTAN AIRLINES,2,Charlotte ,Dallas  ,2205,146.6236634,1,936
12503,2019,1,BIMAN BANGLADESH,3,Charlotte ,Dallas  ,2206,146.6286289,1,936
12504,2019,1,BRITISH AIRWAYS,4,Charlotte ,Dallas  ,2338,146.6335943,1,936
12505,2019,1,BRUSSELS AIRLINES,5,Charlotte ,Dallas  ,2233,146.6385598,1,936
12506,2019,1,BUDDHA AIR,6,Charlotte ,Dallas  ,2220,146.6435253,1,936
12507,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,7,Charlotte ,Dallas  ,124,146.6484908,1,936
12508,2019,1,CATHAY PACIFIC,1,Charlotte ,Dallas  ,2210,146.6534562,1,936
12509,2019,1,CHINA AIRLINES LTD,2,Charlotte ,Dallas  ,2203,146.6584217,1,936
12510,2019,1,CHINA EASTERN AIRLINES,3,Charlotte ,Dallas  ,2248,146.6633872,1,936
12511,2019,1,CHINA SOUTHERN ,4,Charlotte ,Dallas  ,2210,146.6683527,1,936
12512,2019,1,DRAGON AIR,5,Charlotte ,Dallas  ,2202,146.6733182,1,936
12513,2019,1,DRUK AIR,6,Charlotte ,Dallas  ,2210,146.6782836,1,936
12514,2019,1,EGYPT AIR,7,Charlotte ,Dallas  ,2212,146.6832491,1,936
12515,2019,1,EL-AL-ISRAEL,1,Charlotte ,Dallas  ,2206,146.6882146,1,936
12516,2019,1,EMIRATES AIRLINE,2,Charlotte ,Dallas  ,2201,146.6931801,1,936
12517,2019,1,ETHIOPIAN AIRLINES,3,Charlotte ,Dallas  ,2216,146.6981456,1,936
12518,2019,1,ETIHAD AIRLINES,4,Charlotte ,Dallas  ,2229,146.703111,1,936
19724,2019,1,EVA AIRWAYS,2,Charlotte ,Dallas  ,1545,146.7080765,1,936
19725,2019,1,FEDERAL EXPRESS,3,Charlotte ,Dallas  ,1435,146.713042,1,936
19726,2019,1,FINN AIR,4,Charlotte ,Dallas  ,1438,146.7180075,1,936
19727,2019,1,FLY DUBAI,5,Charlotte ,Dallas  ,1445,146.722973,1,936
19728,2019,1,GARUDA INDONESIA,6,Charlotte ,Dallas  ,1436,146.7279384,1,936
19729,2019,1,GULF AIR,7,Charlotte ,Dallas  ,1446,146.7329039,1,936
19730,2019,1,IRAN AIR,1,Charlotte ,Dallas  ,1458,146.7378694,1,936
19731,2019,1,IRAQI AIRWAYS,2,Charlotte ,Dallas  ,1526,146.7428349,1,936
19732,2019,1,ISLAND AVIATION SERVICES,3,Charlotte ,Dallas  ,1444,146.7478004,1,936
199117,2019,1,JAPAN AIRLINES,2,Charlotte ,Dayton  ,1746,60,1,370
199118,2019,1,KALITTA AIR,3,Charlotte ,Dayton  ,1749,61,1,370
199119,2019,1,KAM AIR,4,Charlotte ,Dayton  ,1810,54,1,370
199120,2019,1,KENYA AIRWAYS,5,Charlotte ,Dayton  ,1745,59,1,370
199121,2019,1,KLM AIRLINES,6,Charlotte ,Dayton  ,1752,64,1,370
199122,2019,1,KOREAN AIR,7,Charlotte ,Dayton  ,1746,65,1,370
199123,2019,1,KUWAIT AIRWAYS,1,Charlotte ,Dayton  ,1746,74,1,370
199124,2019,1,LUFTHANSA,2,Charlotte ,Dayton  ,1753,66,1,370
199125,2019,1,MAHAN AIR,3,Charlotte ,Dayton  ,1814,58,1,370
199126,2019,1,MALAYSIA AIRLINES,4,Charlotte ,Dayton  ,1745,63,1,370
199127,2019,1,MALINDO AIRWAYS,5,Charlotte ,Dayton  ,1747,67,1,370
199128,2019,1,MEGA MALDIVES AIRLINES,6,Charlotte ,Dayton  ,1743,68,1,370
199129,2019,1,MIHIN LANKA,7,Charlotte ,Dayton  ,1811,,1,370
199130,2019,1,MYANMAR AIRLINES,1,Charlotte ,Dayton  ,1811,69,1,370
199131,2019,1,NEPAL AIRLINES CORPORATION,2,Charlotte ,Dayton  ,1746,62,1,370
199132,2019,1,NOVO AIR,3,Charlotte ,Dayton  ,1747,56,1,370
199133,2019,1,OMAN AIR,4,Charlotte ,Dayton  ,1756,70,1,370
199134,2019,1,PAK INTERNATIONAL,5,Charlotte ,Dayton  ,1743,77,1,370
199135,2019,1,QATAR AIRWAYS,6,Charlotte ,Dayton  ,,71,1,370
199136,2019,1,REGENT AIRWAYS,7,Charlotte ,Dayton  ,1814,57,1,370
199137,2019,1,ROSSIYA AIRLINES,1,Charlotte ,Dayton  ,1746,72,1,370
199138,2019,1,SAFI AIRWAYS,2,Charlotte ,Dayton  ,1749,90,1,370
199139,2019,1,SAUDIA,3,Charlotte ,Dayton  ,1800,82,1,370
199140,2019,1,SCAT AIRLINES,4,Charlotte ,Dayton  ,1747,73,1,370
199141,2019,1,SCOOT PTE LTD.,5,Charlotte ,Dayton  ,2000,75,1,370
198902,2019,1,SHANDONG AIRLINES,2,Charlotte ,Daytona Beach  ,2026,66,1,416
198903,2019,1,SILK AIR,3,Charlotte ,Daytona Beach  ,1929,65,1,416
198904,2019,1,SINGAPORE AIRLINES,4,Charlotte ,Daytona Beach  ,1924,67,1,416
198905,2019,1,SRILNKAN AIRWAYS,5,Charlotte ,Daytona Beach  ,1946,70,1,416
198906,2019,1,SWISS AIR,6,Charlotte ,Daytona Beach  ,1923,60,1,416
198907,2019,1,TAJIK AIR,7,Charlotte ,Daytona Beach  ,1737,59,1,416
198908,2019,1,THAI AIR ASIA,3,Charlotte ,Daytona Beach  ,1742,61,1,416
